Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Fault_Code,Fault_Name,Severity,Parts_Availability,Garage_Type,Mechanic_Expertise,Day_of_Week,Time_of_Day,Actual_Repair_Hours,Repair_Cost_LKR,PartsRequired_Names
431,Honda Fit,2008,100930,Engine,Misfire,ENG-847,Misfire Issue,Medium,In Stock,Authorized,Junior,Weekday,Evening,4.31,21400,"Spark Plug, Timing Belt"
432,Honda Fit,2009,90684,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,Order Required,Authorized,Senior,Weekday,Afternoon,5.89,23900,"Wiring Harness, Fuse"
433,Honda Fit,2012,155536,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,Order Required,Authorized,Expert,Weekend,Afternoon,2.31,10500,"Fuse, Alternator"
434,Honda Fit,2019,87726,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,In Stock,Local,Junior,Weekday,Afternoon,3.19,16000,"Spark Plug, Timing Belt"
435,Suzuki Alto,2020,42617,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Senior,Weekend,Evening,7.18,29600,"Clutch Plate, Transmission Fluid Filter"
436,Nissan Sunny,2020,154771,Engine,Misfire,ENG-847,Misfire Issue,Low,In Stock,Local,Senior,Weekday,Morning,1.62,9000,"Piston Ring, Engine Oil Filter"
437,Suzuki WagonR,2020,143824,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,Order Required,Local,Expert,Weekday,Morning,7.1,34400,"Gearbox Mount, Transmission Fluid Filter"
438,Suzuki WagonR,2010,51675,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,Order Required,Authorized,Senior,Weekday,Evening,4.78,24600,"Brake Disc, Brake Pad"
439,Toyota Prius,2014,163817,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,In Stock,Authorized,Expert,Weekday,Evening,7.35,34200,"Brake Caliper, Brake Disc"
440,Honda Fit,2021,61602,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,Order Required,Local,Expert,Weekend,Evening,4.11,23800,"Shock Absorber, Control Arm"
441,Honda Civic,2020,38715,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,Order Required,Local,Senior,Weekday,Morning,4.63,20900,"Brake Disc, Brake Caliper"
442,Suzuki WagonR,2011,173567,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,In Stock,Local,Junior,Weekday,Morning,1.48,7700,"Brake Disc, Brake Caliper"
443,Suzuki Alto,2018,93851,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Authorized,Junior,Weekend,Morning,2.07,11400,"Fuse, Starter Motor"
444,Toyota Corolla,2022,20468,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,3.29,16200,"Brake Pad, Brake Caliper"
445,Nissan Sunny,2016,97707,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Local,Expert,Weekend,Morning,2.55,9900,"Strut Mount, Shock Absorber"
446,Honda Fit,2021,74542,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Medium,In Stock,Authorized,Senior,Weekday,Morning,3.63,20700,"Battery, Fuse"
447,Toyota Corolla,2021,169368,Engine,Timing Issue,ENG-522,Timing Issue Issue,Medium,In Stock,Authorized,Expert,Weekday,Afternoon,4.69,27300,"Piston Ring, Timing Belt"
448,Suzuki Alto,2015,79906,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,In Stock,Local,Senior,Weekday,Evening,7.35,31200,"Brake Fluid Hose, Brake Disc"
449,Honda Civic,2008,62298,Engine,Timing Issue,ENG-522,Timing Issue Issue,High,Order Required,Authorized,Junior,Weekend,Afternoon,6.09,22500,"Timing Belt, Spark Plug"
450,Suzuki Alto,2021,109289,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Authorized,Senior,Weekday,Afternoon,2.6,15500,"Starter Motor, Alternator"
451,Suzuki Alto,2009,130904,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,Order Required,Local,Expert,Weekday,Evening,1.86,8100,"Ball Joint, Shock Absorber"
452,Suzuki WagonR,2014,59069,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,In Stock,Local,Senior,Weekday,Afternoon,1.8,8900,"Gearbox Mount, Transmission Fluid Filter"
453,Nissan Sunny,2011,132307,Brake,ABS Fault,BRA-102,ABS Fault Issue,Low,In Stock,Local,Junior,Weekday,Afternoon,2.49,11300,"Brake Disc, Brake Caliper"
454,Honda Fit,2015,131641,Engine,Overheating,ENG-450,Overheating Issue,Medium,Order Required,Authorized,Senior,Weekend,Evening,3.98,16600,"Spark Plug, Piston Ring"
455,Honda Fit,2008,155354,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,Order Required,Authorized,Senior,Weekday,Afternoon,5.64,30000,"Starter Motor, Battery"
456,Suzuki Alto,2022,137618,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Local,Senior,Weekday,Morning,3.1,17300,"Fuel Injector, Piston Ring"
457,Nissan Sunny,2021,145745,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Authorized,Senior,Weekend,Morning,3.53,17500,"Strut Mount, Shock Absorber"
458,Toyota Prius,2015,117277,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,In Stock,Local,Senior,Weekday,Morning,3.22,14400,"Clutch Plate, Gearbox Mount"
459,Toyota Corolla,2008,77068,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Authorized,Expert,Weekday,Evening,2.59,12600,"Brake Disc, Brake Pad"
460,Honda Fit,2019,92709,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,In Stock,Local,Expert,Weekday,Afternoon,6.49,26500,"Clutch Plate, Gearbox Mount"
461,Honda Fit,2015,101198,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Authorized,Senior,Weekend,Morning,4.9,28200,"Ball Joint, Control Arm"
462,Toyota Corolla,2014,93520,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,Order Required,Authorized,Junior,Weekend,Afternoon,6.83,28500,"Clutch Plate, Gearbox Mount"
463,Suzuki Alto,2013,22162,Engine,Overheating,ENG-450,Overheating Issue,Low,In Stock,Authorized,Expert,Weekend,Afternoon,1.44,8500,"Fuel Injector, Spark Plug"
464,Toyota Prius,2008,139672,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,Order Required,Local,Senior,Weekday,Afternoon,3.32,16900,"Brake Caliper, Brake Disc"
465,Toyota Corolla,2017,162112,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Local,Expert,Weekend,Evening,5.9,24900,"Ball Joint, Shock Absorber"
466,Honda Civic,2017,84150,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Authorized,Expert,Weekend,Evening,3.63,17500,"Engine Oil Filter, Piston Ring"
467,Toyota Prius,2022,106608,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,In Stock,Local,Junior,Weekday,Morning,3.51,14800,"Starter Motor, Fuse"
468,Honda Civic,2009,59960,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Local,Senior,Weekend,Morning,6.78,38000,"Control Arm, Strut Mount"
469,Honda Civic,2010,46736,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Local,Expert,Weekend,Afternoon,4.59,23300,"Brake Caliper, Brake Disc"
470,Toyota Prius,2018,20195,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,Order Required,Local,Junior,Weekday,Evening,1.76,10500,"Clutch Plate, Transmission Fluid Filter"
471,Honda Civic,2011,35266,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Local,Expert,Weekend,Morning,7.05,32500,"Gearbox Mount, Transmission Fluid Filter"
472,Honda Civic,2019,177393,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Medium,In Stock,Local,Senior,Weekend,Evening,4.18,22400,"Starter Motor, Wiring Harness"
473,Honda Fit,2010,84486,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Authorized,Junior,Weekday,Afternoon,6.98,39100,"Brake Fluid Hose, Brake Disc"
474,Honda Fit,2015,37646,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,In Stock,Authorized,Junior,Weekday,Evening,5.8,30900,"Strut Mount, Ball Joint"
475,Honda Civic,2008,129849,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,Order Required,Local,Expert,Weekend,Morning,7.4,35200,"Starter Motor, Fuse"
476,Honda Civic,2011,41409,Engine,Overheating,ENG-450,Overheating Issue,High,Order Required,Authorized,Senior,Weekday,Morning,5.53,23200,"Piston Ring, Engine Oil Filter"
477,Honda Fit,2010,140497,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Local,Senior,Weekday,Evening,6.77,38300,"Brake Caliper, Brake Fluid Hose"
478,Suzuki Alto,2022,65701,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,Order Required,Local,Expert,Weekday,Afternoon,6.57,32900,"Strut Mount, Shock Absorber"
479,Honda Civic,2013,140555,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,Order Required,Authorized,Senior,Weekday,Afternoon,1.91,9700,"Gearbox Mount, Clutch Plate"
480,Honda Fit,2011,53827,Engine,Overheating,ENG-450,Overheating Issue,Low,In Stock,Local,Senior,Weekday,Afternoon,2.69,11400,"Spark Plug, Fuel Injector"
481,Honda Fit,2021,80290,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,4.61,20600,"Shock Absorber, Strut Mount"
482,Toyota Prius,2014,168866,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Authorized,Senior,Weekday,Evening,1.41,7700,"Ball Joint, Control Arm"
483,Suzuki WagonR,2020,177350,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,Order Required,Authorized,Junior,Weekday,Evening,2.27,11000,"Strut Mount, Shock Absorber"
484,Toyota Corolla,2009,153169,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,Order Required,Authorized,Junior,Weekday,Morning,1.02,5600,"Control Arm, Strut Mount"
485,Honda Civic,2016,172495,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,In Stock,Authorized,Senior,Weekday,Afternoon,7.22,38500,"Brake Pad, Brake Fluid Hose"
486,Honda Civic,2016,83833,Engine,Misfire,ENG-847,Misfire Issue,Low,In Stock,Local,Senior,Weekend,Afternoon,2.88,11200,"Fuel Injector, Timing Belt"
487,Honda Civic,2012,153337,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,High,In Stock,Local,Senior,Weekday,Morning,7.27,33900,"Fuse, Starter Motor"
488,Suzuki WagonR,2010,23754,Engine,Oil Leak,ENG-170,Oil Leak Issue,Low,Order Required,Authorized,Junior,Weekday,Evening,2.32,11900,"Engine Oil Filter, Fuel Injector"
489,Honda Fit,2018,173154,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,In Stock,Authorized,Senior,Weekday,Morning,3.54,17000,"Gearbox Mount, Clutch Plate"
490,Toyota Corolla,2020,29306,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Authorized,Junior,Weekday,Evening,6.38,23300,"Brake Pad, Brake Caliper"
491,Nissan Sunny,2017,153837,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Authorized,Expert,Weekday,Morning,1.79,7800,"Brake Fluid Hose, Brake Caliper"
492,Honda Fit,2018,114038,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Authorized,Expert,Weekday,Afternoon,2.74,15700,"Alternator, Fuse"
493,Toyota Prius,2016,72231,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,High,In Stock,Local,Expert,Weekday,Morning,6.27,24700,"Wiring Harness, Starter Motor"
494,Suzuki Alto,2012,107485,Engine,Overheating,ENG-450,Overheating Issue,Medium,Order Required,Authorized,Expert,Weekday,Afternoon,3.59,19200,"Fuel Injector, Piston Ring"
495,Nissan Sunny,2008,125380,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,In Stock,Authorized,Expert,Weekday,Afternoon,3.11,16000,"Alternator, Starter Motor"
496,Suzuki Alto,2017,47256,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,Order Required,Local,Expert,Weekday,Afternoon,7.31,42000,"Clutch Plate, Gearbox Mount"
497,Toyota Corolla,2021,139690,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,Order Required,Local,Expert,Weekday,Afternoon,1.2,6800,"Shock Absorber, Control Arm"
498,Toyota Corolla,2013,37585,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,Order Required,Local,Expert,Weekend,Afternoon,3.15,14400,"Brake Disc, Brake Fluid Hose"
499,Nissan Sunny,2017,174932,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,Order Required,Local,Senior,Weekend,Morning,3.67,16800,"Battery, Wiring Harness"
500,Honda Fit,2011,85464,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Local,Expert,Weekend,Afternoon,2.0,10600,"Control Arm, Shock Absorber"
501,Toyota Corolla,2017,137377,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,In Stock,Local,Junior,Weekend,Evening,2.88,16500,"Engine Oil Filter, Spark Plug"
502,Honda Fit,2016,55288,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Authorized,Expert,Weekday,Afternoon,4.13,19800,"Shock Absorber, Strut Mount"
503,Nissan Sunny,2011,73033,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Local,Junior,Weekday,Evening,3.02,12900,"Brake Disc, Brake Caliper"
504,Toyota Prius,2012,84185,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,Order Required,Authorized,Junior,Weekend,Morning,4.5,16500,"Battery, Fuse"
505,Suzuki Alto,2022,73574,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Authorized,Senior,Weekday,Afternoon,6.5,25800,"Shock Absorber, Strut Mount"
506,Suzuki WagonR,2010,42818,Brake,ABS Fault,BRA-102,ABS Fault Issue,Low,Order Required,Local,Senior,Weekday,Evening,1.5,6300,"Brake Fluid Hose, Brake Disc"
507,Toyota Prius,2017,124026,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,In Stock,Authorized,Junior,Weekday,Evening,3.51,17300,"Clutch Plate, Transmission Fluid Filter"
508,Honda Civic,2017,34789,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Authorized,Expert,Weekend,Morning,4.41,18000,"Control Arm, Strut Mount"
509,Suzuki Alto,2017,157482,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Authorized,Expert,Weekday,Evening,2.28,9500,"Clutch Plate, Transmission Fluid Filter"
510,Honda Fit,2013,176886,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Authorized,Junior,Weekend,Morning,2.29,11300,"Ball Joint, Control Arm"
511,Toyota Prius,2018,174020,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Authorized,Junior,Weekday,Afternoon,5.72,28800,"Wiring Harness, Alternator"
512,Suzuki WagonR,2017,65141,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Authorized,Senior,Weekday,Morning,1.8,7500,"Ball Joint, Strut Mount"
513,Suzuki Alto,2017,112460,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,Order Required,Authorized,Junior,Weekday,Evening,6.34,26300,"Battery, Starter Motor"
514,Toyota Corolla,2020,158178,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Local,Senior,Weekday,Afternoon,2.08,7900,"Brake Pad, Brake Caliper"
515,Suzuki Alto,2012,97611,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Authorized,Senior,Weekend,Afternoon,6.25,22200,"Brake Disc, Brake Caliper"
516,Honda Civic,2021,48481,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Authorized,Expert,Weekend,Morning,6.83,29900,"Brake Fluid Hose, Brake Caliper"
517,Honda Civic,2020,88098,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,Order Required,Authorized,Junior,Weekday,Morning,2.74,11500,"Fuel Injector, Piston Ring"
518,Toyota Prius,2020,117272,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,In Stock,Local,Senior,Weekend,Morning,6.5,32000,"Shock Absorber, Control Arm"
519,Toyota Prius,2013,61288,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Local,Expert,Weekday,Evening,7.4,28600,"Gearbox Mount, Clutch Plate"
520,Suzuki WagonR,2022,71395,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Authorized,Senior,Weekday,Morning,6.85,31200,"Brake Pad, Brake Caliper"
521,Suzuki WagonR,2016,92402,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,Order Required,Authorized,Junior,Weekday,Morning,4.1,22700,"Gearbox Mount, Transmission Fluid Filter"
522,Toyota Prius,2013,142610,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Low,Order Required,Authorized,Expert,Weekend,Evening,2.47,10100,"Alternator, Battery"
523,Toyota Corolla,2021,100583,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,In Stock,Authorized,Expert,Weekend,Afternoon,3.03,15400,"Battery, Starter Motor"
524,Nissan Sunny,2013,109932,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Local,Senior,Weekday,Evening,4.85,19700,"Strut Mount, Control Arm"
525,Suzuki WagonR,2017,141442,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,In Stock,Authorized,Expert,Weekday,Afternoon,1.31,6600,"Spark Plug, Piston Ring"
526,Toyota Corolla,2016,87272,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,In Stock,Local,Senior,Weekday,Evening,6.68,25500,"Engine Oil Filter, Fuel Injector"
527,Honda Civic,2019,79142,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Medium,In Stock,Authorized,Expert,Weekend,Morning,3.58,16400,"Battery, Wiring Harness"
528,Suzuki WagonR,2013,133015,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Authorized,Senior,Weekend,Morning,3.44,16800,"Ball Joint, Shock Absorber"
529,Honda Fit,2012,98628,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Authorized,Senior,Weekday,Evening,1.04,6000,"Shock Absorber, Control Arm"
530,Nissan Sunny,2019,87297,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,In Stock,Local,Expert,Weekend,Afternoon,6.0,29100,"Engine Oil Filter, Piston Ring"
531,Toyota Corolla,2013,106557,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,Order Required,Authorized,Senior,Weekday,Morning,1.03,4600,"Fuse, Wiring Harness"
532,Suzuki Alto,2019,119440,Engine,Oil Leak,ENG-170,Oil Leak Issue,Low,Order Required,Local,Expert,Weekend,Afternoon,1.21,5000,"Spark Plug, Piston Ring"
533,Suzuki WagonR,2013,143799,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,Order Required,Authorized,Senior,Weekday,Morning,4.42,15800,"Clutch Plate, Transmission Fluid Filter"
534,Honda Civic,2010,179208,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,Order Required,Authorized,Junior,Weekend,Afternoon,7.41,29000,"Shock Absorber, Control Arm"
535,Nissan Sunny,2015,90323,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Local,Expert,Weekend,Evening,1.32,4700,"Starter Motor, Wiring Harness"
536,Suzuki Alto,2012,107488,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,In Stock,Authorized,Senior,Weekday,Evening,1.16,5600,"Transmission Fluid Filter, Gearbox Mount"
537,Suzuki WagonR,2018,123711,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,In Stock,Local,Senior,Weekend,Morning,4.05,16200,"Gearbox Mount, Clutch Plate"
538,Honda Fit,2014,66298,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Authorized,Expert,Weekday,Evening,5.75,23600,"Brake Disc, Brake Caliper"
539,Suzuki Alto,2021,144971,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,Order Required,Authorized,Expert,Weekday,Evening,1.68,9700,"Battery, Wiring Harness"
540,Nissan Sunny,2022,156554,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Local,Junior,Weekday,Evening,3.59,17800,"Ball Joint, Shock Absorber"
541,Honda Civic,2013,79632,Engine,Overheating,ENG-450,Overheating Issue,Medium,In Stock,Local,Expert,Weekend,Evening,3.99,15200,"Engine Oil Filter, Piston Ring"
542,Suzuki Alto,2014,42656,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,In Stock,Local,Expert,Weekend,Morning,3.1,14800,"Gearbox Mount, Clutch Plate"
543,Suzuki WagonR,2020,142080,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Authorized,Junior,Weekend,Morning,6.35,31300,"Clutch Plate, Transmission Fluid Filter"
544,Honda Civic,2021,164155,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,In Stock,Local,Senior,Weekend,Evening,3.84,22300,"Transmission Fluid Filter, Clutch Plate"
545,Honda Civic,2008,60699,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Authorized,Expert,Weekend,Afternoon,2.2,8200,"Fuse, Alternator"
546,Suzuki WagonR,2016,65649,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,Order Required,Local,Junior,Weekend,Evening,3.24,14200,"Shock Absorber, Strut Mount"
547,Honda Fit,2009,173267,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,Order Required,Authorized,Senior,Weekday,Afternoon,3.91,22700,"Gearbox Mount, Clutch Plate"
548,Suzuki WagonR,2020,123234,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,In Stock,Authorized,Expert,Weekday,Afternoon,7.35,32200,"Shock Absorber, Control Arm"
549,Suzuki WagonR,2021,172380,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Authorized,Expert,Weekend,Morning,2.59,13200,"Alternator, Battery"
550,Toyota Prius,2008,90354,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,Order Required,Authorized,Junior,Weekend,Morning,1.45,5300,"Clutch Plate, Transmission Fluid Filter"
551,Suzuki Alto,2013,143936,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Local,Senior,Weekend,Morning,5.55,22700,"Gearbox Mount, Clutch Plate"
552,Toyota Prius,2011,70209,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,Order Required,Authorized,Expert,Weekend,Morning,1.91,9500,"Strut Mount, Control Arm"
553,Honda Civic,2014,77064,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,3.03,13800,"Gearbox Mount, Clutch Plate"
554,Honda Fit,2021,90725,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,Order Required,Authorized,Junior,Weekday,Morning,5.8,33000,"Strut Mount, Ball Joint"
555,Toyota Prius,2015,135266,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,Order Required,Local,Senior,Weekday,Morning,3.59,14000,"Clutch Plate, Gearbox Mount"
556,Suzuki Alto,2018,176926,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,In Stock,Local,Senior,Weekend,Morning,6.75,33900,"Starter Motor, Wiring Harness"
557,Suzuki WagonR,2010,168876,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,In Stock,Local,Senior,Weekend,Morning,5.62,26800,"Wiring Harness, Starter Motor"
558,Honda Fit,2014,78238,Engine,Misfire,ENG-847,Misfire Issue,Low,In Stock,Local,Senior,Weekday,Afternoon,2.5,9900,"Spark Plug, Engine Oil Filter"
559,Honda Civic,2020,65878,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,In Stock,Local,Expert,Weekday,Evening,4.6,21700,"Clutch Plate, Transmission Fluid Filter"
560,Suzuki Alto,2008,89364,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,Order Required,Authorized,Expert,Weekday,Morning,7.16,36000,"Strut Mount, Shock Absorber"
561,Nissan Sunny,2014,49216,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Local,Senior,Weekday,Morning,1.15,6500,"Fuse, Starter Motor"
562,Suzuki WagonR,2016,28374,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Local,Junior,Weekday,Afternoon,4.04,17200,"Control Arm, Strut Mount"
563,Suzuki Alto,2014,116141,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,In Stock,Authorized,Senior,Weekday,Afternoon,1.49,7500,"Transmission Fluid Filter, Clutch Plate"
564,Toyota Corolla,2015,80294,Engine,Timing Issue,ENG-522,Timing Issue Issue,Medium,Order Required,Local,Senior,Weekend,Evening,4.72,22400,"Engine Oil Filter, Spark Plug"
565,Toyota Prius,2010,56405,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,In Stock,Authorized,Senior,Weekend,Evening,7.5,35400,"Strut Mount, Shock Absorber"
566,Nissan Sunny,2013,26498,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,In Stock,Local,Senior,Weekend,Morning,4.04,14600,"Fuse, Alternator"
567,Toyota Corolla,2010,159098,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,Order Required,Authorized,Senior,Weekend,Afternoon,6.63,32000,"Strut Mount, Shock Absorber"
568,Suzuki Alto,2011,48391,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Authorized,Expert,Weekend,Morning,2.62,12200,"Brake Disc, Brake Pad"
569,Honda Civic,2009,28155,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,Order Required,Authorized,Senior,Weekend,Evening,1.01,5600,"Transmission Fluid Filter, Gearbox Mount"
570,Nissan Sunny,2011,88129,Engine,Overheating,ENG-450,Overheating Issue,Medium,Order Required,Local,Expert,Weekend,Morning,3.27,14800,"Spark Plug, Fuel Injector"
571,Honda Fit,2022,124226,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,In Stock,Authorized,Expert,Weekday,Morning,4.82,20200,"Timing Belt, Fuel Injector"
572,Toyota Prius,2017,135755,Engine,Overheating,ENG-450,Overheating Issue,Low,Order Required,Authorized,Junior,Weekday,Afternoon,1.98,8300,"Timing Belt, Piston Ring"
573,Toyota Corolla,2013,67657,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,Order Required,Local,Senior,Weekday,Morning,5.81,22400,"Brake Pad, Brake Fluid Hose"
574,Honda Civic,2021,103774,Engine,Overheating,ENG-450,Overheating Issue,Low,Order Required,Local,Senior,Weekend,Afternoon,2.9,10800,"Fuel Injector, Engine Oil Filter"
